"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"KATEGORIA";"TXT";"POINT_X";"POINT_Y"
511790;"Radzovce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-371464.55;-1289272.34
555517;"Bellova Ves";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-544517.4;-1290249.5
558214;"Ve¾ké Straciny";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-403704.72;-1289686.98
516040;"Hrušov";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-426476.16;-1292756.93
501832;"O¾dza";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-551169.39;-1289475.48
511323;"Èakanovce";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-372569.0;-1290026.51
504173;"Vozokany";202;"Galanta";2;"Trnavskı kraj";"obec";;-531256.33;-1289349.12
515892;"Bušince";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-395960.3;-1292812.88
502049;"Bajka";402;"Levice";4;"Nitriansky  kraj";"obec";;-469120.53;-1289681.95
501590;"Horná Potôò";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-546644.57;-1295015.5
503991;"Selice";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-510416.57;-1292964.81
502880;"Turá";402;"Levice";4;"Nitriansky  kraj";"obec";;-464491.44;-1289547.95
518387;"Dudince";605;"Krupina";6;"Banskobystrickı kraj";"mesto";;-442258.21;-1289658.56
516198;"Malé Zlievce";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-400108.77;-1291669.32
502243;"Hokovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-443013.45;-1291286.05
503002;"emliare";402;"Levice";4;"Nitriansky  kraj";"obec";;-462803.29;-1290519.99
558192;"Malı Krtíš";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-406976.42;-1290262.48
504068;"Tešedíkovo";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-519400.75;-1290392.94
529494;"Bratislava-Rusovce";105;"Bratislava V";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-571864.53;-1290950.02
501638;"Hviezdoslavov";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-556634.11;-1290905.64
502197;"Dolnı Pial";402;"Levice";4;"Nitriansky  kraj";"obec";;-473481.27;-1291484.26
502618;"Ondrejovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-469854.26;-1291389.92
504076;"Tomášikovo";202;"Galanta";2;"Trnavskı kraj";"obec";;-531018.64;-1291680.31
515019;"Jestice";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-354689.83;-1290427.33
507997;"Kalinkovo";108;"Senec";1;"Bratislavskı kraj";"obec";;-563941.12;-1291311.09
501778;"Mierovo";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-553957.55;-1291064.11
556025;"Vlkas";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-487216.06;-1290871.48
501735;"Lehnice";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-548584.95;-1293383.98
503053;"Bardoòovo";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-476706.93;-1293539.87
503592;"Šurany";404;"Nové Zámky";4;"Nitriansky  kraj";"mesto";;-494903.48;-1294546.49
516341;"Se¾any";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-419190.56;-1292673.25
511862;"Šiatorská Bukovinka";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-371771.43;-1293389.48
514781;"Gemerskı Jablonec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-360543.0;-1292677.04
519065;"Belovea";701;"Bardejov";7;"Prešovskı kraj";"obec";;-252066.4;-1175980.23
526690;"Forbasy";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-306366.09;-1173013.01
527351;"Jurkova Vo¾a";712;"Svidník";7;"Prešovskı kraj";"obec";;-241313.08;-1173555.32
513377;"Mesteèko";308;"Púchov";3;"Trenèiansky kraj";"obec";;-478623.83;-1174523.56
557552;"Klieština";306;"Povaská Bystrica";3;"Trenèiansky kraj";"obec";;-471447.76;-1174342.32
526916;"Niné Rubachy";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-309352.94;-1174702.17
517712;"Krasòany";511;"ilina";5;"ilinskı kraj";"obec";;-432719.97;-1173992.84
517518;"Dolná Tiina";511;"ilina";5;"ilinskı kraj";"obec";;-430436.34;-1174087.4
520471;"Medzilaborce";705;"Medzilaborce";7;"Prešovskı kraj";"okresné mesto";;-213174.94;-1180363.49
560103;"Vysoké Tatry";706;"Poprad";7;"Prešovskı kraj";"mesto";;-336153.4;-1189064.61
523810;"Slovenská Ves";703;"Kemarok";7;"Prešovskı kraj";"obec";;-320835.57;-1180183.96
526991;"Ruská Vo¾a nad Popradom";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-283008.52;-1174463.31
517925;"Rajecká Lesná";511;"ilina";5;"ilinskı kraj";"obec";;-452473.42;-1191251.89
510416;"Galovany";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-386943.81;-1193177.31
506010;"Horná Súèa";309;"Trenèín";3;"Trenèiansky kraj";"obec";;-501022.3;-1195013.67
528048;"Vyšná Olšava";711;"Stropkov";7;"Prešovskı kraj";"obec";;-235240.14;-1192050.86
525308;"Tichı Potok";708;"Sabinov";7;"Prešovskı kraj";"obec";;-294850.83;-1190401.31
527955;"Valkovce";712;"Svidník";7;"Prešovskı kraj";"obec";;-240635.7;-1190331.53
519944;"Vyšnı Kruèov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-247608.39;-1190279.69
520578;"O¾ka";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-217598.71;-1193246.28
520951;"Valentovce";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-209980.39;-1191048.52
524298;"Èervenica pri Sabinove";708;"Sabinov";7;"Prešovskı kraj";"obec";;-277532.48;-1192718.73
524204;"Bodovce";708;"Sabinov";7;"Prešovskı kraj";"obec";;-266589.7;-1195887.19
507300;"Ivachnová";508;"Ruomberok";5;"ilinskı kraj";"obec";;-395650.57;-1190206.13
510742;"Liptovskı Michal";508;"Ruomberok";5;"ilinskı kraj";"obec";;-393351.48;-1190143.12
519936;"Raslavice";701;"Bardejov";7;"Prešovskı kraj";"obec";;-256217.34;-1192133.89
524344;"Drienica";708;"Sabinov";7;"Prešovskı kraj";"obec";;-271423.45;-1193567.87
525243;"Šarišské Sokolovce";708;"Sabinov";7;"Prešovskı kraj";"obec";;-267511.06;-1196367.77
512591;"Sklabinskı Podzámok";506;"Martin";5;"ilinskı kraj";"obec";;-423894.87;-1192797.29
519472;"Lascov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-244612.32;-1191833.82
512664;"Trebostovo";506;"Martin";5;"ilinskı kraj";"obec";;-436164.37;-1194902.84
519103;"Buclovany";701;"Bardejov";7;"Prešovskı kraj";"obec";;-252761.18;-1191467.26
512672;"Trnovo";506;"Martin";5;"ilinskı kraj";"obec";;-436307.96;-1195945.09
506281;"Nemšová";309;"Trenèín";3;"Trenèiansky kraj";"mesto";;-490763.95;-1196762.22
512761;"Valèa";506;"Martin";5;"ilinskı kraj";"obec";;-437140.37;-1197362.5
557609;"Ïurïové";306;"Povaská Bystrica";3;"Trenèiansky kraj";"obec";;-462550.5;-1192374.69
524425;"Geraltov";707;"Prešov";7;"Prešovskı kraj";"obec";;-260528.81;-1192981.37
510904;"Partizánska ¼upèa";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-393956.98;-1193689.69
527637;"Niná Olšava";711;"Stropkov";7;"Prešovskı kraj";"obec";;-233243.21;-1193803.13
511129;"Vaec";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-354114.42;-1196855.38
512168;"Diaková";506;"Martin";5;"ilinskı kraj";"obec";;-428408.19;-1192528.16
527173;"Brusnica";711;"Stropkov";7;"Prešovskı kraj";"obec";;-228375.8;-1192885.53
510831;"Malatíny";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-392210.62;-1192881.08
513253;"Košeca";302;"Ilava";3;"Trenèiansky kraj";"obec";;-479998.64;-1192925.07
511005;"Liptovské Sliaèe";508;"Ruomberok";5;"ilinskı kraj";"obec";;-397388.72;-1193717.59
524280;"Èervená Voda";708;"Sabinov";7;"Prešovskı kraj";"obec";;-272959.28;-1191622.07
512214;"Drakovce";506;"Martin";5;"ilinskı kraj";"obec";;-428904.59;-1192602.38
520993;"Volica";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-212186.35;-1193542.68
524573;"Jakubovany";708;"Sabinov";7;"Prešovskı kraj";"obec";;-269090.35;-1196307.5
521060;"Zbojné";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-206816.89;-1195517.52
523747;"Mlynica";706;"Poprad";7;"Prešovskı kraj";"obec";;-329714.43;-1193684.76
510271;"Beòadiková";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-375882.73;-1193435.31
512583;"Sklabiòa";506;"Martin";5;"ilinskı kraj";"obec";;-425570.12;-1193362.45
523445;"Gerlachov";706;"Poprad";7;"Prešovskı kraj";"obec";;-337465.07;-1193539.25
529095;"Ruská Poruba";702;"Humenné";7;"Prešovskı kraj";"obec";;-221793.28;-1194557.58
527807;"Soboš";712;"Svidník";7;"Prešovskı kraj";"obec";;-238969.41;-1193176.0
511056;"Štiavnièka";508;"Ruomberok";5;"ilinskı kraj";"obec";;-400640.08;-1192552.92
543004;"Chynorany";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-482911.03;-1237365.1
505439;"Rajèany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-485771.73;-1236981.04
523020;"Ruskovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-195897.83;-1235839.23
522422;"Fekišovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-201755.81;-1236512.17
528676;"Parchovany";811;"Trebišov";8;"Košickı  kraj";"obec";;-229053.7;-1237592.87
516660;"Bartošova Lehôtka";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-435602.42;-1236342.46
517038;"Lovèica-Trubín";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-445405.07;-1239666.88
525774;"Chyné";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-340808.39;-1241732.46
506834;"Borovce";204;"Piešany";2;"Trnavskı kraj";"obec";;-521938.77;-1237668.47
525723;"Henckovce";808;"Roòava";8;"Košickı  kraj";"obec";;-323411.19;-1237271.75
516881;"Jastrabá";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-434190.91;-1238716.62
599336;"Lutila";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-441132.74;-1239987.45
505323;"Pai";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-470760.25;-1235858.49
543683;"Úhorná";801;"Gelnica";8;"Košickı  kraj";"obec";;-305687.63;-1239059.42
580384;"Mokrá Lúka";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-344541.03;-1240325.21
521604;"Košickı Kleèenov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-244428.1;-1238097.89
580953;"Malé Uherce";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-473302.95;-1236952.69
556351;"Horné Chlebany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-486653.91;-1237522.57
518808;"Sliaè";611;"Zvolen";6;"Banskobystrickı kraj";"mesto";;-419392.99;-1241674.28
522074;"Štós";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-297474.57;-1238986.17
521183;"Bidovce";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-249374.34;-1238353.02
508659;"Hrocho";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-406130.64;-1238258.95
508993;"Sihla";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-381640.82;-1239715.48
521752;"Ninı Klátov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-271309.98;-1238383.45
507687;"Trstín";207;"Trnava";2;"Trnavskı kraj";"obec";;-543271.17;-1241071.7
507482;"Rakovice";204;"Piešany";2;"Trnavskı kraj";"obec";;-522699.55;-1239347.56
504874;"Studienka";106;"Malacky";1;"Bratislavskı kraj";"obec";;-567497.26;-1238605.5
526177;"Rochovce";808;"Roòava";8;"Košickı  kraj";"obec";;-333212.52;-1237903.28
556149;"Krušovce";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-488036.53;-1238835.96
522961;"Pozdišovce";807;"Michalovce";8;"Košickı  kraj";"obec";;-218892.45;-1240737.97
521442;"Hrašovík";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-258076.31;-1236845.56
504947;"Ve¾ké Leváre";106;"Malacky";1;"Bratislavskı kraj";"obec";;-577546.48;-1240208.16
522473;"Horòa";809;"Sobrance";8;"Košickı  kraj";"obec";;-193191.96;-1238216.54
580236;"Hronsek";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-417725.16;-1238000.96
521949;"Rudník";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-281289.61;-1241978.59
523348;"Závadka";807;"Michalovce";8;"Košickı  kraj";"obec";;-203127.39;-1237028.68
517194;"Prochot";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-451041.67;-1239767.74
522040;"Svinica";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-247880.75;-1239034.72
506893;"Dechtice";207;"Trnava";2;"Trnavskı kraj";"obec";;-533307.64;-1239741.41
507725;"Veselé";204;"Piešany";2;"Trnavskı kraj";"obec";;-522979.01;-1240696.25
504645;"Plaveckı Peter";205;"Senica";2;"Trnavskı kraj";"obec";;-553441.59;-1239176.73
543934;"Višòov";811;"Trebišov";8;"Košickı  kraj";"obec";;-232486.15;-1237816.18
505021;"Lipovník";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-502703.87;-1240136.5
506869;"Buková";207;"Trnava";2;"Trnavskı kraj";"obec";;-548137.57;-1238917.81
505421;"Radošina";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-508168.38;-1242140.48
517267;"Stará Kremnièka";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-437800.3;-1241852.7
523089;"Sobrance";809;"Sobrance";8;"Košickı  kraj";"okresné mesto";;-195091.86;-1239958.3
504556;"Malé Leváre";106;"Malacky";1;"Bratislavskı kraj";"obec";;-579691.6;-1240425.25
522449;"Haín";807;"Michalovce";8;"Košickı  kraj";"obec";;-206714.09;-1238424.83
505757;"Vozokany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-503752.98;-1240319.76
516902;"K¾ak";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-456184.15;-1242413.08
522791;"Moravany";807;"Michalovce";8;"Košickı  kraj";"obec";;-223914.01;-1239176.62
599891;"Košice-Dung¾a";802;"Košice I";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-261941.82;-1237730.96
523232;"Ve¾ké Revištia";809;"Sobrance";8;"Košickı  kraj";"obec";;-201332.63;-1239375.87
522970;"Priekopa";809;"Sobrance";8;"Košickı  kraj";"obec";;-188109.15;-1239219.54
558087;"Lukavica";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-414029.44;-1239292.58
515400;"Ratkovské Bystré";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-351550.72;-1243001.58
525944;"Magnezitovce";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-338942.11;-1241273.25
523178;"Tibava";809;"Sobrance";8;"Košickı  kraj";"obec";;-192679.81;-1240122.71
599018;"Košice-Košická Nová Ves";804;"Košice III";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-259818.16;-1238300.22
581704;"Kuzmice";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-495396.05;-1239251.38
505234;"Nitrianska Blatnica";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-505801.96;-1241352.82
521591;"Košické O¾šany";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-256611.06;-1238957.9
526185;"Roštár";808;"Roòava";8;"Košickı  kraj";"obec";;-329546.3;-1239132.84
514004;"Horná Ves";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-467073.95;-1238797.2
508977;"Sebedín-Beèov";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-411705.71;-1240202.85
518662;"Oèová";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-408695.21;-1244347.93
521248;"Bukovec";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-270648.52;-1240426.82
526053;"Ochtiná";808;"Roòava";8;"Košickı  kraj";"obec";;-331506.52;-1240096.51
500305;"Hosovce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-478697.84;-1259094.97
518191;"Breziny";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-424106.16;-1253186.95
557820;"Sása";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-348202.86;-1252412.67
515124;"Lehota nad Rimavicou";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-363518.49;-1256927.13
515426;"Rimavská Baòa";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-360870.96;-1257221.88
500461;"Lovce";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-477968.14;-1256398.28
518174;"Bacúrov";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-425869.26;-1251889.73
518697;"Podzámèok";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-422313.74;-1254277.06
505285;"Oponice";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-493751.84;-1252173.66
500836;"Velèice";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-482513.47;-1259020.16
528358;"Egreš";811;"Trebišov";8;"Košickı  kraj";"obec";;-237562.23;-1252496.46
542695;"Biskupová";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-505661.57;-1251763.02
508365;"Záhorská Ves";106;"Malacky";1;"Bratislavskı kraj";"obec";;-589858.96;-1252526.74
501859;"Orechová Potôò";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-543448.45;-1297884.19
503487;"Pozba";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-479141.37;-1292870.14
516252;"Obeckov";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-408537.5;-1292104.01
516431;"Širákov";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-419654.78;-1293810.14
516244;"Nová Ves";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-406289.63;-1292530.34
556050;"Ú¾any nad itavou";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-490345.69;-1292882.27
501905;"Šamorín";201;"Dunajská Streda";2;"Trnavskı kraj";"mesto";;-559722.89;-1295144.0
501786;"Michal na Ostrove";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-545106.66;-1297083.06
502391;"Jur nad Hronom";402;"Levice";4;"Nitriansky  kraj";"obec";;-461324.43;-1293229.14
501981;"Ve¾ké Blahovo";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-540215.32;-1299126.04
516261;"Olováry";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-403075.97;-1294431.84
502154;"Demandice";402;"Levice";4;"Nitriansky  kraj";"obec";;-449847.64;-1293964.51
501468;"Baloò";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-535202.27;-1320022.26
501760;"Medveïov";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-536243.75;-1323054.28
501387;"Ve¾ké Kosihy";401;"Komárno";4;"Nitriansky  kraj";"obec";;-520091.38;-1328302.35
518255;"Èekovce";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-422698.51;-1271013.2
508594;"Harmanec";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-422444.69;-1221405.5
515493;"Rumince";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-336478.44;-1274759.3
518425;"Hontianske Tesáre";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-438838.05;-1286252.83
504025;"Ša¾a";405;"Ša¾a";4;"Nitriansky  kraj";"okresné mesto";;-516901.04;-1285381.15
529401;"Bratislava-Devín";104;"Bratislava IV";1;"Bratislavskı kraj";"obec - mestská èas Bratislava, Košice";;-582407.12;-1276460.8
515884;"Brusník";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-402369.1;-1278345.46
520071;"Brestov nad Laborcom";705;"Medzilaborce";7;"Prešovskı kraj";"obec";;-211116.37;-1198232.86
501506;"Bohe¾ov";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-532803.61;-1310171.69
515779;"Vlkyòa";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-336014.12;-1284172.47
557315;"Biskupice";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-370688.22;-1285932.43
502758;"Starı Hrádok";402;"Levice";4;"Nitriansky  kraj";"obec";;-460349.45;-1290424.7
503398;"Mojzesovo";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-490141.83;-1289786.67
521281;"Èakanovce";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-248965.86;-1235121.05
528544;"Malé Trakany";811;"Trebišov";8;"Košickı  kraj";"obec";;-201513.95;-1277933.63
520543;"Niné Ladièkovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-214244.87;-1207695.87
559890;"Štôla";706;"Poprad";7;"Prešovskı kraj";"obec";;-342425.88;-1193723.11
505358;"Podluany";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-483891.45;-1219301.86
517895;"Predmier";501;"Bytèa";5;"ilinskı kraj";"obec";;-458629.99;-1173766.36
502634;"Peèenice";402;"Levice";4;"Nitriansky  kraj";"obec";;-448954.07;-1274854.0
521221;"Budimír";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-258960.52;-1231201.45
523631;"Liptovská Teplièka";706;"Poprad";7;"Prešovskı kraj";"obec";;-346924.36;-1207483.11
522678;"Kristy";809;"Sobrance";8;"Košickı  kraj";"obec";;-194472.21;-1246419.96
505242;"Nitrianska Streda";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-490965.39;-1246550.11
526037;"Nandra";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-342220.31;-1247780.37
507130;"Jalšové";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-516558.94;-1245727.3
504769;"Rohoník";106;"Malacky";1;"Bratislavskı kraj";"obec";;-565677.55;-1246664.8
560065;"Kruná";808;"Roòava";8;"Košickı  kraj";"obec";;-321101.61;-1245704.4
516813;"Hrabièov";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-454859.68;-1247957.11
522660;"Krèava";809;"Sobrance";8;"Košickı  kraj";"obec";;-190007.69;-1247208.93
516724;"Dolná Trnávka";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-445539.84;-1245917.3
518123;"Háj";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-292974.4;-1248372.57
528625;"Novı Ruskov";811;"Trebišov";8;"Košickı  kraj";"obec";;-232110.91;-1248705.17
560049;"Jovice";808;"Roòava";8;"Košickı  kraj";"obec";;-315516.23;-1246614.28
521744;"Ninı Èaj";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-252769.1;-1246084.44
505064;"Luany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-502909.06;-1246114.76
523054;"Senné";807;"Michalovce";8;"Košickı  kraj";"obec";;-206413.27;-1248064.02
506818;"Boleráz";207;"Trnava";2;"Trnavskı kraj";"obec";;-541671.93;-1247965.04
515485;"Rovné";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-352345.2;-1250160.06
599841;"Košice-Šaca";803;"Košice II";8;"Košickı  kraj";"obec - mestská èas Bratislava, Košice";;-269536.38;-1248933.23
556211;"Orešany";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-511294.57;-1245921.62
526193;"Rozloná";808;"Roòava";8;"Košickı  kraj";"obec";;-330178.5;-1247367.38
517399;"upkov";612;"arnovica";6;"Banskobystrickı kraj";"obec";;-456295.6;-1250326.65
507067;"Horné Orešany";207;"Trnava";2;"Trnavskı kraj";"obec";;-545627.13;-1247592.46
500721;"Skıcov";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-473096.34;-1249866.12
525910;"Lipovník";808;"Roòava";8;"Košickı  kraj";"obec";;-310030.89;-1247466.92
515302;"Ploské";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-349729.18;-1247733.59
525863;"Krásnohorská Dlhá Lúka";808;"Roòava";8;"Košickı  kraj";"obec";;-313039.31;-1247413.5
525600;"Èoltovo";808;"Roòava";8;"Košickı  kraj";"obec";;-329114.2;-1261257.2
500747;"S¾aany";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-481439.65;-1262389.91
514853;"Horné Zahorany";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-356406.33;-1263278.86
581020;"Hrnèiarovce nad Parnou";207;"Trnava";2;"Trnavskı kraj";"obec";;-537191.63;-1262161.47
515809;"Vyšnı Skálnik";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-359657.07;-1262927.68
507539;"Siladice";203;"Hlohovec";2;"Trnavskı kraj";"obec";;-524414.82;-1261835.11
502367;"Ipe¾ské Ú¾any";402;"Levice";4;"Nitriansky  kraj";"obec";;-429942.11;-1295567.09
503495;"Radava";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-485763.67;-1294570.47
503479;"Podhájska";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-483096.7;-1293618.07
507903;"Hamuliakovo";108;"Senec";1;"Bratislavskı kraj";"obec";;-564165.75;-1293636.13
502278;"Horné Semerovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-442697.43;-1294697.84
501972;"Ve¾ká Paka";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-552565.08;-1294567.25
515230;"Nová Bašta";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-363154.16;-1295020.56
502821;"Tekovské Luany";402;"Levice";4;"Nitriansky  kraj";"obec";;-467990.01;-1295599.91
501433;"Dunajská Streda";201;"Dunajská Streda";2;"Trnavskı kraj";"okresné mesto";;-537756.76;-1300734.11
504190;"ihárec";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-517183.71;-1294216.58
502871;"Tupá";402;"Levice";4;"Nitriansky  kraj";"obec";;-441940.8;-1296729.33
516104;"Kleòany";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-428312.42;-1296550.54
515990;"Ïurkovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-420238.17;-1295029.83
516376;"Sklabiná";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-406824.14;-1293814.11
516520;"Vinica";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-424703.22;-1296975.37
502286;"Horné Turovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-437730.6;-1295073.36
520594;"Osadné";709;"Snina";7;"Prešovskı kraj";"obec";;-195343.65;-1195402.36
555860;"Ve¾kı Lapáš";403;"Nitra";4;"Nitriansky  kraj";"obec";;-492552.19;-1272141.05
543985;"Zbehòov";811;"Trebišov";8;"Košickı  kraj";"obec";;-235561.48;-1244123.37
506079;"Hrašné";303;"Myjava";3;"Trenèiansky kraj";"obec";;-526225.98;-1217732.01
